time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),precipitation (mm),rain (mm),snowfall (cm),snow_depth (m),weather_code (wmo code),pressure_msl (hPa),surface_pressure (hPa),cloud_cover (%),cloud_cover_low (%),cloud_cover_mid (%),cloud_cover_high (%),et0_fao_evapotranspiration (mm),vapour_pressure_deficit (kPa),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_direction_10m (°),wind_direction_100m (°),wind_gusts_10m (km/h),soil_temperature_0_to_7cm (°C),soil_temperature_7_to_28cm (°C),soil_temperature_28_to_100cm (°C),soil_temperature_100_to_255cm (°C),soil_moisture_0_to_7cm (m³/m³),soil_moisture_7_to_28cm (m³/m³),soil_moisture_28_to_100cm (m³/m³),soil_moisture_100_to_255cm (m³/m³)
2024-07-28T07:00,13.8,93,12.6,14.0,0.00,0.00,0.00,NaN,0,1025.3,1020.1,3,0,0,10,0.04,0.11,3.9,9.0,338,355,10.4,14.8,17.7,18.9,15.0,0.326,0.222,0.218,0.328
2024-07-28T08:00,15.6,87,13.4,16.2,0.00,0.00,0.00,NaN,0,1025.6,1020.4,0,0,0,1,0.13,0.23,3.1,4.8,21,27,11.2,16.0,17.6,18.9,15.0,0.324,0.222,0.218,0.328
2024-07-28T09:00,17.5,79,13.7,18.0,0.00,0.00,0.00,NaN,0,1025.9,1020.7,0,0,0,0,0.23,0.43,4.2,5.8,70,68,14.4,17.5,17.6,18.9,15.0,0.321,0.223,0.218,0.328
2024-07-28T10:00,19.2,73,14.2,20.0,0.00,0.00,0.00,NaN,0,1026.1,1021.0,3,0,0,10,0.34,0.61,5.8,7.2,86,87,17.3,19.2,17.6,18.9,15.0,0.318,0.223,0.218,0.328
2024-07-28T11:00,20.9,65,14.1,22.3,0.00,0.00,0.00,NaN,0,1026.1,1021.0,8,0,0,25,0.43,0.86,6.9,8.7,81,83,19.4,20.7,17.8,18.9,15.0,0.314,0.223,0.218,0.328
2024-07-28T12:00,22.4,57,13.5,23.6,0.00,0.00,0.00,NaN,0,1025.9,1020.8,5,0,0,17,0.51,1.15,10.0,12.6,75,77,23.8,22.1,18.1,18.9,15.0,0.310,0.223,0.217,0.328
2024-07-28T13:00,23.4,52,12.9,24.3,0.00,0.00,0.00,NaN,1,1025.5,1020.4,28,0,0,92,0.55,1.38,11.9,15.1,76,78,26.6,23.2,18.4,18.9,15.0,0.305,0.223,0.217,0.328
2024-07-28T14:00,23.9,51,13.1,24.5,0.00,0.00,0.00,NaN,1,1025.2,1020.1,28,0,0,94,0.53,1.46,12.3,15.7,69,70,28.1,23.9,18.6,18.8,15.0,0.300,0.223,0.217,0.328
2024-07-28T15:00,24.3,49,13.1,24.5,0.00,0.00,0.00,NaN,1,1024.7,1019.7,26,0,0,88,0.51,1.54,13.3,17.1,71,72,27.7,24.4,19.0,18.8,15.0,0.296,0.222,0.217,0.328
2024-07-28T16:00,24.4,50,13.3,24.0,0.00,0.00,0.00,NaN,1,1024.2,1019.2,29,0,0,97,0.45,1.54,14.0,18.3,72,74,28.4,24.5,19.3,18.8,15.0,0.292,0.222,0.217,0.328
2024-07-28T17:00,24.3,50,13.4,23.3,0.00,0.00,0.00,NaN,0,1023.5,1018.5,2,0,0,6,0.39,1.51,14.5,19.2,76,77,28.8,24.4,19.6,18.8,15.0,0.289,0.222,0.217,0.328
2024-07-28T18:00,24.0,52,13.4,23.0,0.00,0.00,0.00,NaN,0,1023.3,1018.3,1,1,0,0,0.31,1.44,13.9,18.9,80,81,28.1,24.0,19.8,18.8,15.0,0.287,0.222,0.217,0.328
2024-07-28T19:00,23.1,57,14.0,22.8,0.00,0.00,0.00,NaN,0,1023.1,1018.0,1,1,0,0,0.19,1.23,11.2,19.1,84,87,25.9,23.3,20.1,18.8,15.0,0.285,0.222,0.217,0.328
2024-07-28T20:00,21.2,65,14.2,21.4,0.00,0.00,0.00,NaN,0,1023.1,1018.0,0,0,0,0,0.08,0.89,8.0,18.7,85,90,19.8,22.3,20.2,18.8,15.0,0.284,0.222,0.217,0.328
2024-07-28T21:00,19.2,72,14.1,19.3,0.00,0.00,0.00,NaN,0,1023.5,1018.4,0,0,0,0,0.04,0.61,8.0,20.0,72,82,13.7,21.1,20.3,18.8,15.1,0.283,0.222,0.217,0.328
2024-07-28T22:00,18.1,78,14.2,18.3,0.00,0.00,0.00,NaN,0,1023.4,1018.3,0,0,0,0,0.01,0.46,7.9,20.3,66,77,13.3,20.1,20.2,18.8,15.1,0.282,0.222,0.217,0.328
2024-07-28T23:00,17.4,81,14.1,17.5,0.00,0.00,0.00,NaN,0,1023.4,1018.2,0,0,0,0,0.01,0.37,8.4,21.3,59,71,13.3,19.3,20.2,18.8,15.1,0.282,0.222,0.217,0.328
2024-07-29T00:00,17.3,79,13.6,16.9,0.00,0.00,0.00,NaN,0,1023.1,1017.9,0,0,0,0,0.02,0.42,10.2,24.4,67,76,16.9,18.7,20.1,18.8,15.1,0.281,0.222,0.217,0.328
2024-07-29T01:00,16.9,79,13.2,16.6,0.00,0.00,0.00,NaN,0,1022.9,1017.7,0,0,0,0,0.01,0.40,8.8,22.9,71,82,16.9,18.2,20.0,18.8,15.1,0.281,0.223,0.217,0.328
2024-07-29T02:00,15.9,84,13.3,15.9,0.00,0.00,0.00,NaN,0,1022.5,1017.3,0,0,0,0,0.00,0.28,7.1,19.4,75,91,15.1,17.3,19.8,18.8,15.1,0.278,0.222,0.216,0.328
2024-07-29T03:00,15.5,85,13.0,15.3,0.00,0.00,0.00,NaN,0,1022.4,1017.2,0,0,0,0,0.00,0.26,8.1,20.4,58,76,13.3,17.0,19.6,18.8,15.1,0.277,0.222,0.216,0.328
2024-07-29T04:00,15.1,86,12.7,14.7,0.00,0.00,0.00,NaN,0,1021.9,1016.7,0,0,0,0,0.00,0.25,8.9,22.7,69,79,15.1,16.7,19.5,18.8,15.1,0.277,0.222,0.216,0.328
2024-07-29T05:00,14.4,89,12.6,14.2,0.00,0.00,0.00,NaN,0,1021.8,1016.6,0,0,0,0,0.00,0.19,6.7,19.5,74,87,15.1,16.5,19.3,18.8,15.1,0.277,0.222,0.216,0.328
2024-07-29T06:00,15.0,86,12.7,14.6,0.00,0.00,0.00,NaN,0,1021.6,1016.4,0,0,0,0,0.02,0.23,8.4,20.6,70,85,14.4,16.3,19.1,18.8,15.1,0.276,0.222,0.216,0.328
2024-07-29T07:00,16.7,82,13.6,16.6,0.00,0.00,0.00,NaN,0,1021.7,1016.5,0,0,0,0,0.06,0.34,8.5,18.1,54,84,14.0,16.8,19.0,18.8,15.1,0.275,0.222,0.216,0.328
2024-07-29T08:00,18.6,74,13.9,18.5,0.00,0.00,0.00,NaN,0,1021.5,1016.4,1,0,2,0,0.15,0.56,9.6,14.5,70,76,20.2,17.8,18.9,18.8,15.1,0.274,0.222,0.216,0.328
2024-07-29T09:00,20.6,69,14.7,20.8,0.00,0.00,0.00,NaN,0,1021.5,1016.4,17,0,28,0,0.25,0.75,9.0,11.9,85,90,20.5,19.2,18.8,18.8,15.1,0.273,0.222,0.216,0.328
2024-07-29T10:00,22.5,65,15.6,22.9,0.00,0.00,0.00,NaN,1,1021.0,1015.9,28,0,47,0,0.33,0.95,10.1,13.7,84,87,22.7,20.7,18.9,18.8,15.1,0.271,0.222,0.216,0.328
2024-07-29T11:00,24.3,62,16.5,25.3,0.00,0.00,0.00,NaN,0,1020.5,1015.5,4,0,6,0,0.41,1.16,10.5,13.3,86,87,23.8,22.2,19.1,18.8,15.1,0.268,0.222,0.216,0.328
2024-07-29T12:00,26.0,59,17.3,28.2,0.00,0.00,0.00,NaN,0,1020.3,1015.3,2,0,3,0,0.52,1.39,11.2,14.5,94,97,25.2,23.7,19.3,18.8,15.1,0.265,0.221,0.216,0.328
2024-07-29T13:00,27.3,56,17.8,30.0,0.00,0.00,0.00,NaN,0,1019.6,1014.6,1,0,1,0,0.57,1.60,11.0,14.4,101,103,25.6,25.1,19.6,18.8,15.1,0.262,0.221,0.216,0.328
2024-07-29T14:00,28.3,48,16.2,29.9,0.00,0.00,0.00,NaN,0,1019.0,1014.0,11,0,19,0,0.57,2.00,11.6,14.9,95,97,24.8,26.3,20.1,18.8,15.1,0.254,0.219,0.214,0.327
2024-07-29T15:00,28.8,47,16.4,30.2,0.00,0.00,0.00,NaN,0,1018.5,1013.6,9,0,14,2,0.54,2.10,11.6,15.0,97,100,24.8,26.9,20.4,18.8,15.1,0.251,0.218,0.214,0.327
2024-07-29T16:00,29.1,46,16.4,30.1,0.00,0.00,0.00,NaN,0,1017.9,1013.0,9,0,6,19,0.50,2.17,11.7,15.5,101,102,24.8,27.2,20.8,18.8,15.1,0.248,0.218,0.214,0.327
2024-07-29T17:00,29.1,47,16.7,29.6,0.00,0.00,0.00,NaN,0,1017.4,1012.5,10,0,3,28,0.44,2.13,12.9,17.1,108,108,25.2,27.2,21.1,18.8,15.1,0.245,0.217,0.214,0.327
2024-07-29T18:00,28.7,51,17.6,29.6,0.00,0.00,0.00,NaN,0,1017.0,1012.1,5,0,4,8,0.33,1.92,12.1,16.9,113,114,24.8,26.9,21.4,18.8,15.1,0.243,0.217,0.213,0.327
2024-07-29T19:00,27.7,59,19.0,29.8,0.00,0.00,0.00,NaN,0,1016.3,1011.4,7,0,1,20,0.20,1.52,9.1,17.6,108,113,22.0,26.3,21.7,18.8,15.1,0.242,0.217,0.213,0.327
2024-07-29T20:00,25.6,68,19.4,28.1,0.00,0.00,0.00,NaN,1,1016.3,1011.3,33,0,5,100,0.08,1.04,7.1,18.2,114,120,16.2,25.3,21.9,18.8,15.1,0.241,0.217,0.213,0.327
2024-07-29T21:00,23.7,76,19.2,26.2,0.00,0.00,0.00,NaN,1,1016.5,1011.5,47,0,28,100,0.04,0.71,6.8,17.7,108,117,11.5,24.2,22.0,18.8,15.1,0.241,0.217,0.213,0.327
2024-07-29T22:00,22.7,80,19.1,25.1,0.00,0.00,0.00,NaN,1,1016.6,1011.6,31,0,1,100,0.01,0.55,6.9,17.2,99,110,10.8,23.3,22.0,18.8,15.1,0.241,0.217,0.213,0.327
2024-07-29T23:00,21.4,85,18.8,23.4,0.00,0.00,0.00,NaN,0,1016.9,1011.8,12,0,0,39,0.01,0.38,8.6,14.6,90,110,10.4,22.5,22.0,18.8,15.1,0.241,0.217,0.213,0.327
2024-07-30T00:00,20.6,87,18.3,22.5,0.00,0.00,0.00,NaN,1,1016.7,1011.6,21,0,0,70,0.00,0.32,7.9,13.4,90,114,11.2,21.7,22.0,18.8,15.1,0.241,0.217,0.214,0.327
2024-07-30T01:00,20.0,88,18.0,21.7,0.00,0.00,0.00,NaN,0,1016.5,1011.4,0,0,0,0,0.00,0.27,7.7,14.0,101,119,10.1,21.2,21.9,18.8,15.1,0.241,0.217,0.214,0.327
2024-07-30T02:00,19.9,88,17.9,21.5,0.00,0.00,0.00,NaN,0,1016.0,1010.9,17,0,29,0,0.00,0.27,8.0,11.6,100,126,10.1,20.7,21.8,18.8,15.1,0.233,0.214,0.209,0.327
2024-07-30T03:00,19.5,89,17.6,21.2,0.00,0.00,0.00,NaN,1,1015.7,1010.6,32,0,54,0,0.00,0.25,6.9,12.0,99,123,9.7,20.4,21.7,18.9,15.1,0.232,0.214,0.209,0.327
2024-07-30T04:00,20.1,86,17.6,22.0,0.00,0.00,0.00,NaN,1,1015.6,1010.5,29,0,49,0,0.00,0.34,5.4,8.9,98,133,9.0,20.2,21.6,18.9,15.1,0.232,0.214,0.209,0.327
2024-07-30T05:00,20.0,86,17.5,22.0,0.00,0.00,0.00,NaN,0,1015.7,1010.6,12,0,20,0,0.00,0.34,4.5,6.9,76,129,6.5,20.0,21.4,18.9,15.1,0.232,0.214,0.209,0.327
2024-07-30T06:00,19.6,89,17.7,21.9,0.00,0.00,0.00,NaN,1,1015.7,1010.6,48,0,80,0,0.01,0.25,2.9,6.2,60,111,5.4,19.9,21.3,18.9,15.1,0.232,0.214,0.210,0.327
2024-07-30T07:00,21.0,84,18.2,23.5,0.00,0.00,0.00,NaN,0,1015.5,1010.4,11,0,17,1,0.04,0.40,3.6,7.4,53,104,10.4,20.3,21.2,18.9,15.1,0.232,0.214,0.210,0.327
2024-07-30T08:00,23.0,79,19.1,26.0,0.00,0.00,0.00,NaN,0,1015.6,1010.6,0,0,0,0,0.14,0.60,2.9,5.1,60,86,10.1,21.4,21.1,18.9,15.1,0.231,0.214,0.210,0.327
2024-07-30T09:00,25.4,73,20.3,28.9,0.00,0.00,0.00,NaN,0,1015.7,1010.7,0,0,0,0,0.27,0.86,3.3,4.3,84,90,12.2,23.0,21.2,18.9,15.2,0.230,0.214,0.209,0.327
2024-07-30T10:00,27.7,67,21.1,31.7,0.00,0.00,0.00,NaN,0,1015.7,1010.8,0,0,0,0,0.39,1.21,3.2,4.3,90,95,13.3,24.7,21.3,18.9,15.2,0.229,0.213,0.209,0.327
2024-07-30T11:00,29.8,60,21.3,34.7,0.00,0.00,0.00,NaN,0,1015.6,1010.7,0,0,0,0,0.50,1.66,3.7,4.4,79,81,14.0,26.5,21.5,18.9,15.2,0.226,0.213,0.209,0.327
2024-07-30T12:00,31.4,55,21.4,36.7,0.00,0.00,0.00,NaN,0,1015.3,1010.4,0,0,0,0,0.58,2.04,4.5,5.5,76,79,15.1,28.1,21.8,18.9,15.2,0.223,0.212,0.209,0.327
2024-07-30T13:00,32.4,53,21.6,38.2,0.00,0.00,0.00,NaN,0,1015.0,1010.1,0,0,0,0,0.62,2.27,4.0,5.0,85,90,15.5,29.5,22.1,18.9,15.2,0.220,0.211,0.209,0.327
2024-07-30T14:00,33.6,48,21.0,39.0,0.00,0.00,0.00,NaN,0,1014.6,1009.8,15,0,14,21,0.63,2.70,4.2,4.9,70,73,18.7,30.6,22.4,18.9,15.2,0.213,0.209,0.208,0.327
2024-07-30T15:00,33.4,48,20.9,38.4,0.00,0.00,0.00,NaN,0,1014.6,1009.8,19,0,10,43,0.58,2.68,3.8,4.3,319,318,14.4,31.3,22.9,18.9,15.2,0.210,0.209,0.207,0.327
2024-07-30T16:00,32.3,52,21.3,36.0,0.00,0.00,0.00,NaN,1,1014.4,1009.5,22,0,3,68,0.46,2.31,6.4,7.9,27,30,15.8,31.4,23.3,18.9,15.2,0.208,0.208,0.207,0.327
2024-07-30T17:00,32.3,52,21.2,36.6,0.00,0.00,0.00,NaN,1,1014.0,1009.1,24,0,3,73,0.31,2.33,1.4,1.8,360,11,16.9,31.0,23.6,19.0,15.2,0.207,0.208,0.207,0.327
2024-07-30T18:00,32.5,51,21.0,36.2,0.00,0.00,0.00,NaN,1,1013.4,1008.5,30,0,2,96,0.27,2.41,4.6,5.9,39,38,9.7,30.6,23.9,19.0,15.2,0.205,0.207,0.207,0.327
2024-07-30T19:00,31.4,61,23.0,36.2,0.00,0.00,0.00,NaN,0,1013.0,1008.1,15,0,0,50,0.17,1.77,4.4,9.5,81,79,10.1,29.8,24.2,19.0,15.2,0.204,0.207,0.207,0.327
2024-07-30T20:00,28.8,69,22.6,33.2,0.00,0.00,0.00,NaN,0,1013.0,1008.1,18,0,0,61,0.08,1.21,5.8,13.7,94,95,8.6,28.7,24.4,19.0,15.2,0.204,0.207,0.207,0.327
2024-07-30T21:00,26.5,76,21.9,30.3,0.00,0.00,0.00,NaN,1,1013.8,1008.8,29,0,0,98,0.04,0.82,7.2,15.1,93,93,10.1,27.4,24.5,19.0,15.2,0.204,0.207,0.207,0.327
2024-07-30T22:00,25.4,81,22.0,28.9,0.00,0.00,0.00,NaN,0,1014.1,1009.1,0,0,0,1,0.02,0.60,9.4,13.7,92,88,11.5,26.3,24.5,19.0,15.2,0.204,0.207,0.207,0.327
2024-07-30T23:00,25.5,78,21.3,28.5,0.00,0.00,0.00,NaN,1,1013.6,1008.6,34,3,4,98,0.03,0.72,10.0,22.9,111,103,15.1,25.5,24.5,19.1,15.2,0.204,0.207,0.207,0.327
2024-07-31T00:00,24.0,85,21.3,27.6,0.00,0.00,0.00,NaN,1,1012.9,1007.9,30,0,0,100,0.00,0.45,6.6,10.2,241,198,23.4,25.0,24.4,19.1,15.2,0.204,0.207,0.207,0.327
2024-07-31T01:00,23.9,83,20.7,25.5,0.00,0.00,0.00,NaN,1,1014.3,1009.3,36,5,3,100,0.03,0.52,17.6,32.4,298,293,30.2,24.5,24.4,19.1,15.2,0.204,0.207,0.207,0.327
2024-07-31T02:00,22.3,88,20.3,24.8,5.00,5.00,0.00,NaN,63,1014.0,1009.0,86,0,93,100,0.00,0.31,10.2,19.5,67,62,20.2,22.7,24.1,19.1,15.2,0.252,0.205,0.209,0.327
2024-07-31T03:00,22.2,89,20.3,24.8,0.90,0.90,0.00,NaN,53,1013.9,1008.9,83,0,89,100,0.00,0.29,9.6,15.9,340,6,18.0,22.4,24.0,19.1,15.2,0.265,0.205,0.209,0.327
2024-07-31T04:00,21.8,91,20.3,24.5,0.00,0.00,0.00,NaN,2,1013.6,1008.6,53,0,38,100,0.00,0.23,9.4,20.1,32,36,16.6,22.1,23.8,19.1,15.2,0.265,0.205,0.209,0.327
2024-07-31T05:00,21.8,88,19.7,23.1,0.00,0.00,0.00,NaN,1,1013.0,1008.0,48,0,30,100,0.01,0.31,16.3,31.3,45,45,27.0,21.9,23.6,19.2,15.2,0.264,0.205,0.209,0.327
2024-07-31T06:00,21.5,89,19.6,23.6,0.00,0.00,0.00,NaN,1,1012.5,1007.5,32,0,24,58,0.03,0.28,10.6,22.9,72,71,28.1,21.7,23.4,19.2,15.2,0.264,0.205,0.209,0.327
2024-07-31T07:00,22.4,88,20.3,25.5,0.00,0.00,0.00,NaN,0,1012.7,1007.7,1,0,2,0,0.05,0.32,6.3,12.7,347,47,16.9,22.0,23.3,19.2,15.2,0.264,0.205,0.209,0.327
2024-07-31T08:00,23.8,84,21.0,27.3,0.00,0.00,0.00,NaN,1,1012.8,1007.8,26,0,1,84,0.15,0.46,6.2,10.7,36,48,15.1,22.9,23.2,19.2,15.2,0.263,0.205,0.209,0.327
2024-07-31T09:00,25.6,78,21.5,28.9,0.00,0.00,0.00,NaN,0,1012.9,1007.9,0,0,0,0,0.27,0.71,8.8,12.1,71,73,19.8,24.2,23.1,19.2,15.2,0.262,0.205,0.209,0.327
2024-07-31T10:00,27.4,71,21.6,31.1,0.00,0.00,0.00,NaN,0,1012.9,1008.0,1,0,2,0,0.39,1.07,7.2,9.3,72,74,20.2,25.6,23.2,19.2,15.2,0.260,0.205,0.209,0.327
2024-07-31T11:00,29.2,64,21.8,34.2,0.00,0.00,0.00,NaN,0,1012.7,1007.8,8,0,13,0,0.49,1.44,4.3,5.2,48,56,18.4,27.2,23.3,19.2,15.2,0.257,0.205,0.209,0.327
2024-07-31T12:00,30.3,60,21.6,35.0,0.00,0.00,0.00,NaN,0,1012.5,1007.6,7,0,12,0,0.54,1.73,7.1,8.9,30,32,19.1,28.5,23.5,19.2,15.2,0.254,0.204,0.208,0.327
2024-07-31T13:00,31.2,56,21.3,36.1,0.00,0.00,0.00,NaN,1,1012.3,1007.4,24,0,19,42,0.59,2.01,7.0,8.6,55,57,19.4,29.7,23.7,19.3,15.2,0.250,0.204,0.208,0.327
2024-07-31T14:00,27.9,66,20.9,31.7,0.00,0.00,0.00,NaN,1,1012.5,1007.6,46,0,27,100,0.40,1.28,3.7,4.3,299,312,15.8,30.3,24.2,19.3,15.2,0.188,0.207,0.213,0.327
2024-07-31T15:00,25.9,74,21.0,28.6,0.00,0.00,0.00,NaN,1,1012.6,1007.6,33,0,5,100,0.15,0.86,11.7,17.9,236,245,28.4,28.8,24.4,19.3,15.2,0.187,0.207,0.213,0.327
2024-07-31T16:00,25.6,78,21.5,29.6,0.90,0.90,0.00,NaN,53,1012.0,1007.0,89,0,100,97,0.13,0.72,4.0,5.8,175,173,21.2,27.8,24.5,19.3,15.2,0.195,0.207,0.213,0.327
2024-07-31T17:00,26.4,76,21.7,30.7,0.30,0.30,0.00,NaN,51,1011.7,1006.8,30,0,35,29,0.22,0.84,2.8,3.5,320,336,11.2,27.6,24.6,19.3,15.2,0.198,0.207,0.213,0.327
2024-07-31T18:00,27.3,72,21.8,31.0,0.00,0.00,0.00,NaN,1,1011.7,1006.8,23,0,0,77,0.21,1.03,7.3,9.7,110,105,15.1,27.4,24.7,19.4,15.3,0.197,0.207,0.213,0.327
2024-07-31T19:00,27.1,74,22.1,31.1,0.00,0.00,0.00,NaN,1,1012.2,1007.3,24,0,6,67,0.15,0.92,6.3,8.0,193,188,16.6,27.1,24.7,19.4,15.3,0.197,0.207,0.213,0.327
2024-07-31T20:00,25.7,83,22.6,30.4,0.00,0.00,0.00,NaN,0,1012.2,1007.2,3,0,2,6,0.05,0.56,4.2,8.1,250,238,12.6,26.5,24.8,19.4,15.3,0.197,0.207,0.213,0.327
2024-07-31T21:00,23.7,92,22.3,28.2,0.00,0.00,0.00,NaN,0,1012.2,1007.2,6,0,0,19,0.01,0.24,4.2,7.1,239,210,7.6,25.5,24.7,19.4,15.3,0.197,0.207,0.213,0.327
2024-07-31T22:00,22.8,94,21.8,26.8,0.00,0.00,0.00,NaN,1,1012.2,1007.2,21,0,2,65,0.00,0.16,5.8,7.8,240,202,7.6,24.7,24.7,19.4,15.3,0.197,0.207,0.213,0.327
2024-07-31T23:00,22.4,95,21.5,26.3,0.00,0.00,0.00,NaN,0,1012.1,1007.1,14,0,16,13,0.00,0.14,4.9,6.5,234,186,7.6,24.1,24.6,19.5,15.3,0.197,0.207,0.213,0.327
2024-08-01T00:00,22.2,95,21.3,26.1,0.00,0.00,0.00,NaN,0,1011.8,1006.8,17,0,25,6,0.00,0.14,4.6,9.4,231,212,7.2,23.6,24.4,19.5,15.3,0.197,0.207,0.213,0.327
2024-08-01T01:00,21.9,95,21.0,25.6,0.00,0.00,0.00,NaN,0,1011.4,1006.4,6,0,10,0,0.00,0.14,4.6,9.8,219,216,7.9,23.2,24.3,19.5,15.3,0.197,0.207,0.214,0.327
2024-08-01T02:00,23.1,87,20.7,25.6,0.20,0.20,0.00,NaN,51,1010.7,1005.7,39,7,21,67,0.01,0.38,11.7,21.7,223,223,25.9,24.4,24.9,19.5,15.3,0.198,0.209,0.217,0.327
2024-08-01T03:00,21.5,91,20.0,23.4,9.90,9.90,0.00,NaN,65,1011.5,1006.5,82,65,11,58,0.00,0.23,13.7,20.9,355,349,24.8,23.7,24.8,19.5,15.3,0.333,0.209,0.217,0.327
2024-08-01T04:00,21.3,93,20.1,24.3,0.80,0.80,0.00,NaN,53,1011.4,1006.4,49,12,26,76,0.00,0.18,6.6,12.8,299,308,25.2,23.1,24.6,19.6,15.3,0.341,0.209,0.217,0.327
2024-08-01T05:00,20.4,95,19.5,23.0,8.20,8.20,0.00,NaN,65,1011.2,1006.2,73,0,73,98,0.00,0.13,6.4,7.9,74,51,29.5,22.4,24.4,19.6,15.3,0.401,0.225,0.217,0.327
2024-08-01T06:00,20.3,96,19.6,22.5,0.20,0.20,0.00,NaN,51,1011.7,1006.7,8,0,12,3,0.02,0.10,9.4,12.4,184,163,15.5,22.0,24.2,19.6,15.3,0.389,0.230,0.217,0.327
2024-08-01T07:00,20.8,93,19.6,23.0,0.00,0.00,0.00,NaN,0,1011.2,1006.2,2,2,0,0,0.05,0.18,10.4,19.1,226,221,20.5,22.0,23.9,19.6,15.3,0.380,0.233,0.217,0.327
2024-08-01T08:00,22.2,89,20.2,24.7,0.00,0.00,0.00,NaN,0,1011.5,1006.5,1,1,0,0,0.14,0.30,10.0,15.6,240,241,21.2,22.6,23.8,19.6,15.3,0.372,0.235,0.217,0.327
2024-08-01T09:00,23.8,83,20.8,26.8,0.00,0.00,0.00,NaN,0,1012.1,1007.1,2,2,0,0,0.25,0.49,8.0,10.6,280,280,20.5,23.7,23.7,19.6,15.3,0.366,0.237,0.217,0.327
2024-08-01T10:00,26.1,71,20.4,28.6,0.00,0.00,0.00,NaN,2,1012.0,1007.0,52,58,0,0,0.36,0.98,10.8,13.6,291,292,23.0,24.9,23.6,19.6,15.3,0.359,0.238,0.217,0.327
2024-08-01T11:00,27.7,64,20.3,30.8,0.00,0.00,0.00,NaN,0,1011.7,1006.8,9,10,0,0,0.46,1.34,10.2,13.1,278,279,23.8,26.2,23.7,19.7,15.3,0.353,0.239,0.217,0.327
2024-08-01T12:00,28.3,63,20.6,31.8,0.00,0.00,0.00,NaN,1,1011.7,1006.8,21,9,4,34,0.52,1.42,11.6,14.5,265,264,27.0,27.3,23.8,19.7,15.3,0.346,0.240,0.217,0.327
2024-08-01T13:00,28.6,62,20.5,31.8,0.00,0.00,0.00,NaN,1,1011.9,1007.0,33,15,8,48,0.52,1.50,12.6,16.6,273,274,29.2,28.0,24.0,19.7,15.3,0.339,0.240,0.217,0.327
2024-08-01T14:00,26.3,71,20.6,28.8,1.10,1.10,0.00,NaN,55,1012.0,1007.0,49,17,6,100,0.38,0.99,11.1,13.8,216,221,23.8,29.3,24.3,19.7,15.3,0.271,0.208,0.217,0.327
2024-08-01T15:00,21.0,94,20.0,23.1,8.90,8.90,0.00,NaN,65,1013.4,1008.4,100,75,25,99,0.17,0.16,11.8,17.3,220,223,35.3,27.1,24.5,19.7,15.3,0.386,0.210,0.217,0.327
2024-08-01T16:00,22.7,86,20.2,25.6,0.10,0.10,0.00,NaN,51,1012.1,1007.1,47,12,11,98,0.14,0.39,7.2,10.5,270,276,25.9,25.8,24.5,19.7,15.3,0.377,0.213,0.217,0.327
2024-08-01T17:00,23.8,81,20.3,25.9,0.00,0.00,0.00,NaN,3,1012.6,1007.6,89,38,43,98,0.18,0.56,12.7,17.0,277,276,24.8,25.4,24.5,19.7,15.3,0.369,0.215,0.217,0.327
2024-08-01T18:00,23.2,84,20.4,25.5,0.00,0.00,0.00,NaN,1,1012.7,1007.7,43,16,2,91,0.13,0.45,11.9,15.9,305,303,23.8,25.1,24.5,19.8,15.3,0.363,0.217,0.217,0.327
2024-08-01T19:00,23.1,82,20.0,25.8,0.00,0.00,0.00,NaN,0,1012.7,1007.7,10,2,6,17,0.11,0.50,7.7,10.8,298,296,23.0,24.8,24.4,19.8,15.3,0.357,0.219,0.217,0.326
2024-08-01T20:00,22.3,89,20.4,25.9,0.00,0.00,0.00,NaN,0,1012.7,1007.7,13,0,4,36,0.04,0.30,3.6,9.4,270,272,15.1,24.3,24.3,19.8,15.3,0.353,0.220,0.217,0.326
2024-08-01T21:00,21.0,93,19.9,24.2,0.00,0.00,0.00,NaN,0,1013.5,1008.5,12,10,4,2,0.01,0.16,4.4,4.8,35,347,6.8,23.5,24.2,19.8,15.3,0.349,0.221,0.217,0.326
2024-08-01T22:00,21.6,91,20.1,25.3,0.00,0.00,0.00,NaN,0,1013.5,1008.5,3,3,1,0,0.00,0.23,1.1,3.0,198,284,5.8,22.9,24.1,19.8,15.3,0.345,0.223,0.217,0.326
2024-08-01T23:00,20.4,96,19.7,23.5,0.00,0.00,0.00,NaN,0,1013.3,1008.2,0,0,0,0,0.00,0.09,4.1,7.7,232,259,6.8,22.4,23.9,19.8,15.3,0.342,0.224,0.217,0.326
2024-08-02T00:00,20.0,96,19.4,22.7,0.00,0.00,0.00,NaN,0,1013.2,1008.1,0,0,0,0,0.00,0.09,5.8,12.6,266,283,9.7,22.0,23.8,19.8,15.3,0.340,0.224,0.217,0.326
2024-08-02T01:00,19.7,96,19.0,22.3,0.00,0.00,0.00,NaN,0,1013.2,1008.1,10,10,0,4,0.00,0.09,5.2,13.1,282,302,9.7,21.6,23.6,19.8,15.3,0.337,0.225,0.217,0.326
2024-08-02T02:00,19.9,92,18.5,21.0,0.00,0.00,0.00,NaN,1,1013.4,1008.3,25,8,29,2,0.00,0.19,13.8,25.9,264,268,24.1,21.9,24.2,19.9,15.4,0.270,0.206,0.212,0.326
