time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),precipitation (mm),rain (mm),snowfall (cm),snow_depth (m),weather_code (wmo code),pressure_msl (hPa),surface_pressure (hPa),cloud_cover (%),cloud_cover_low (%),cloud_cover_mid (%),cloud_cover_high (%),et0_fao_evapotranspiration (mm),vapour_pressure_deficit (kPa),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_direction_10m (°),wind_direction_100m (°),wind_gusts_10m (km/h),soil_temperature_0_to_7cm (°C),soil_temperature_7_to_28cm (°C),soil_temperature_28_to_100cm (°C),soil_temperature_100_to_255cm (°C),soil_moisture_0_to_7cm (m³/m³),soil_moisture_7_to_28cm (m³/m³),soil_moisture_28_to_100cm (m³/m³),soil_moisture_100_to_255cm (m³/m³)
2024-07-23T11:00,22.0,72,16.8,21.8,0.10,0.10,0.00,NaN,51,1019.8,1014.7,67,74,0,0,0.31,0.73,17.8,23.8,288,288,36.0,21.8,20.8,18.9,14.6,0.166,0.167,0.214,0.329
2024-07-23T12:00,23.5,61,15.5,22.5,0.00,0.00,0.00,NaN,3,1019.8,1014.8,93,100,0,10,0.42,1.13,22.1,29.8,277,278,42.5,23.1,20.8,18.9,14.6,0.166,0.167,0.214,0.329
2024-07-23T13:00,23.7,55,14.2,21.5,0.00,0.00,0.00,NaN,2,1019.8,1014.8,63,70,0,1,0.38,1.32,24.5,33.6,274,274,46.4,23.8,20.9,18.9,14.6,0.165,0.167,0.214,0.329
2024-07-23T14:00,23.5,56,14.2,22.1,0.00,0.00,0.00,NaN,2,1020.2,1015.2,66,62,0,34,0.45,1.28,22.8,30.8,286,284,44.3,24.1,20.9,18.9,14.7,0.208,0.168,0.215,0.329
2024-07-23T15:00,23.2,54,13.4,21.2,0.00,0.00,0.00,NaN,3,1020.5,1015.5,95,100,0,18,0.44,1.31,23.8,31.6,295,294,45.7,24.6,21.1,18.9,14.7,0.206,0.167,0.215,0.329
2024-07-23T16:00,22.1,60,13.9,20.4,0.00,0.00,0.00,NaN,2,1020.9,1015.8,55,61,0,0,0.33,1.06,20.3,27.1,303,303,45.4,24.6,21.2,18.9,14.7,0.205,0.167,0.215,0.329
2024-07-23T17:00,22.2,57,13.2,20.3,0.00,0.00,0.00,NaN,3,1020.8,1015.7,90,100,0,0,0.32,1.16,20.4,27.6,302,301,38.9,24.5,21.4,18.9,14.7,0.203,0.167,0.215,0.329
2024-07-23T18:00,21.0,61,13.2,19.2,0.00,0.00,0.00,NaN,1,1021.2,1016.1,29,32,0,0,0.20,0.96,19.5,26.9,309,309,39.2,23.8,21.5,18.9,14.7,0.202,0.167,0.215,0.329
2024-07-23T19:00,20.9,58,12.3,19.0,0.00,0.00,0.00,NaN,2,1021.2,1016.1,75,83,0,0,0.18,1.04,17.3,23.7,312,311,36.0,23.2,21.5,18.9,14.7,0.202,0.167,0.215,0.329
2024-07-23T20:00,20.0,58,11.5,18.2,0.00,0.00,0.00,NaN,3,1021.7,1016.6,90,100,0,0,0.12,0.98,15.8,24.0,319,319,32.8,22.4,21.6,18.9,14.7,0.201,0.167,0.215,0.329
2024-07-23T21:00,18.6,63,11.3,17.5,0.00,0.00,0.00,NaN,1,1022.2,1017.1,35,6,0,100,0.06,0.80,10.2,19.9,312,315,28.1,21.4,21.5,18.9,14.7,0.201,0.167,0.215,0.329
2024-07-23T22:00,17.2,70,11.7,16.5,0.00,0.00,0.00,NaN,1,1022.6,1017.4,37,8,0,100,0.02,0.59,8.4,19.2,301,310,17.6,20.4,21.5,18.9,14.7,0.201,0.167,0.215,0.329
2024-07-23T23:00,16.9,73,12.0,16.4,0.00,0.00,0.00,NaN,1,1022.6,1017.4,35,13,0,78,0.02,0.52,7.7,17.5,311,323,15.1,19.7,21.3,18.9,14.7,0.200,0.167,0.215,0.329
2024-07-24T00:00,15.6,82,12.5,15.5,0.00,0.00,0.00,NaN,1,1022.8,1017.6,35,6,0,100,0.00,0.32,6.1,14.5,310,330,13.3,18.9,21.2,19.0,14.7,0.200,0.167,0.215,0.329
2024-07-24T01:00,15.7,84,13.0,15.7,0.00,0.00,0.00,NaN,1,1022.9,1017.7,37,8,0,100,0.00,0.29,6.2,14.1,306,328,11.5,18.5,21.0,19.0,14.7,0.200,0.167,0.215,0.329
2024-07-24T02:00,15.5,87,13.4,15.7,0.00,0.00,0.00,NaN,1,1023.0,1017.8,22,1,0,72,0.00,0.22,5.9,13.2,308,325,10.4,17.8,20.9,18.9,14.7,0.201,0.168,0.216,0.329
2024-07-24T03:00,14.7,93,13.5,14.9,0.00,0.00,0.00,NaN,0,1023.0,1017.8,10,4,0,21,0.00,0.12,6.1,15.2,315,329,10.4,17.4,20.7,18.9,14.7,0.201,0.168,0.216,0.329
2024-07-24T04:00,14.2,95,13.4,14.4,0.00,0.00,0.00,NaN,0,1022.7,1017.5,0,0,0,1,0.00,0.09,6.1,15.0,315,330,10.8,17.1,20.5,18.9,14.7,0.201,0.168,0.216,0.329
2024-07-24T05:00,13.8,96,13.2,14.0,0.00,0.00,0.00,NaN,0,1022.7,1017.5,17,0,0,57,0.00,0.07,5.9,14.3,313,332,10.4,16.7,20.3,18.9,14.7,0.201,0.168,0.216,0.329
2024-07-24T06:00,14.1,96,13.4,14.2,0.00,0.00,0.00,NaN,0,1022.7,1017.5,1,1,0,0,0.01,0.07,6.4,12.6,308,333,10.4,16.5,20.1,18.9,14.7,0.201,0.168,0.216,0.329
2024-07-24T07:00,15.5,89,13.7,16.0,0.00,0.00,0.00,NaN,0,1022.8,1017.6,4,5,0,0,0.05,0.20,4.6,8.5,309,332,11.9,17.1,19.9,18.9,14.7,0.201,0.168,0.216,0.329
2024-07-24T08:00,17.2,81,14.0,18.0,0.00,0.00,0.00,NaN,0,1023.0,1017.8,2,2,0,0,0.14,0.36,3.2,4.0,360,360,12.2,18.2,19.7,18.9,14.7,0.200,0.168,0.216,0.329
2024-07-24T09:00,19.1,74,14.4,19.9,0.00,0.00,0.00,NaN,1,1023.0,1017.9,41,46,0,0,0.25,0.58,4.1,5.1,38,39,14.4,19.7,19.7,18.9,14.7,0.200,0.168,0.216,0.329
2024-07-24T10:00,20.4,67,14.2,21.2,0.00,0.00,0.00,NaN,3,1022.8,1017.7,87,97,0,0,0.30,0.78,3.9,5.0,34,30,14.8,21.2,19.7,18.9,14.7,0.199,0.168,0.216,0.329
2024-07-24T11:00,21.4,62,13.8,21.9,0.00,0.00,0.00,NaN,3,1022.7,1017.6,81,90,0,0,0.29,0.97,4.7,5.7,32,35,15.1,22.2,19.8,18.9,14.7,0.198,0.168,0.216,0.329
2024-07-24T12:00,22.6,57,13.6,23.3,0.00,0.00,0.00,NaN,1,1022.2,1017.1,49,53,0,4,0.39,1.19,4.3,5.4,42,42,15.8,23.5,20.0,18.9,14.7,0.196,0.168,0.216,0.329
2024-07-24T13:00,23.6,51,12.8,24.7,0.00,0.00,0.00,NaN,3,1021.8,1016.8,90,100,0,0,0.45,1.43,3.6,4.3,45,42,15.8,24.8,20.2,18.9,14.7,0.194,0.167,0.215,0.329
2024-07-24T14:00,23.6,51,12.7,24.1,0.00,0.00,0.00,NaN,3,1021.5,1016.5,98,100,3,19,0.40,1.44,3.6,4.3,45,42,16.2,25.3,20.4,18.9,14.7,0.194,0.168,0.215,0.329
2024-07-24T15:00,23.7,50,12.6,24.1,0.00,0.00,0.00,NaN,2,1020.8,1015.8,77,70,21,6,0.28,1.47,2.2,2.5,99,90,14.4,25.4,20.6,18.9,14.7,0.193,0.167,0.215,0.329
2024-07-24T16:00,24.3,48,12.6,25.0,0.00,0.00,0.00,NaN,2,1020.2,1015.2,57,41,33,0,0.31,1.58,0.8,1.3,63,56,11.9,25.8,20.9,18.9,14.7,0.191,0.167,0.215,0.329
2024-07-24T17:00,24.3,46,12.1,24.6,0.00,0.00,0.00,NaN,2,1019.7,1014.7,60,3,96,0,0.22,1.62,1.8,2.1,281,301,9.7,25.6,21.1,18.9,14.7,0.190,0.167,0.215,0.329
2024-07-24T18:00,24.4,45,11.9,24.6,0.00,0.00,0.00,NaN,2,1019.5,1014.5,57,8,72,23,0.21,1.67,2.9,3.3,277,283,10.1,25.4,21.3,18.9,14.7,0.189,0.167,0.215,0.329
2024-07-24T19:00,24.0,47,11.9,24.0,0.00,0.00,0.00,NaN,3,1019.2,1014.2,80,17,58,100,0.13,1.59,4.0,5.1,260,266,9.4,24.8,21.4,18.9,14.7,0.188,0.167,0.215,0.329
2024-07-24T20:00,22.4,61,14.5,23.3,0.00,0.00,0.00,NaN,3,1019.3,1014.2,100,90,97,100,0.06,1.06,3.7,8.3,281,288,8.6,23.8,21.5,18.9,14.7,0.188,0.167,0.215,0.329
2024-07-24T21:00,21.5,68,15.4,22.7,0.00,0.00,0.00,NaN,3,1019.3,1014.2,100,78,5,100,0.04,0.81,4.0,6.5,350,360,5.8,23.0,21.6,18.9,14.8,0.188,0.167,0.215,0.329
2024-07-24T22:00,20.5,67,14.2,21.1,0.00,0.00,0.00,NaN,3,1018.9,1013.8,90,1,99,100,0.02,0.79,5.6,10.3,45,54,7.2,22.2,21.6,18.9,14.8,0.188,0.167,0.215,0.329
2024-07-24T23:00,20.3,61,12.5,20.0,0.00,0.00,0.00,NaN,3,1018.7,1013.6,88,0,100,94,0.03,0.93,7.0,16.3,78,82,10.8,21.4,21.5,18.9,14.8,0.188,0.167,0.215,0.329
2024-07-25T00:00,20.1,59,11.9,19.3,0.00,0.00,0.00,NaN,3,1018.4,1013.3,86,0,100,88,0.05,0.96,9.3,20.3,103,107,15.5,21.0,21.5,18.9,14.8,0.187,0.167,0.215,0.329
2024-07-25T01:00,19.8,62,12.4,19.4,0.00,0.00,0.00,NaN,2,1018.3,1013.2,76,4,96,50,0.03,0.87,7.9,17.3,129,126,15.5,20.6,21.4,18.9,14.8,0.187,0.167,0.215,0.329
2024-07-25T02:00,18.7,76,14.4,19.1,0.00,0.00,0.00,NaN,1,1017.9,1012.8,35,0,58,0,0.01,0.51,7.3,16.8,171,171,12.2,19.4,21.3,19.0,14.8,0.187,0.167,0.216,0.329
2024-07-25T03:00,17.2,85,14.7,18.0,0.00,0.00,0.00,NaN,0,1017.4,1012.3,16,7,16,0,0.00,0.29,5.4,15.0,188,197,12.2,19.0,21.1,19.0,14.8,0.187,0.167,0.216,0.329
2024-07-25T04:00,16.0,91,14.5,16.7,0.00,0.00,0.00,NaN,1,1017.2,1012.0,22,4,28,5,0.00,0.16,5.5,13.9,191,211,9.4,18.5,21.0,19.0,14.8,0.187,0.167,0.216,0.329
2024-07-25T05:00,15.6,92,14.3,16.2,0.00,0.00,0.00,NaN,0,1017.1,1011.9,7,3,4,5,0.00,0.14,5.5,13.7,191,215,8.6,18.1,20.8,19.0,14.8,0.187,0.167,0.216,0.329
2024-07-25T06:00,16.2,89,14.4,16.8,0.00,0.00,0.00,NaN,0,1016.7,1011.6,13,0,0,42,0.01,0.20,5.8,13.7,180,207,9.0,17.8,20.6,19.0,14.8,0.187,0.167,0.216,0.329
2024-07-25T07:00,18.3,82,15.1,19.1,0.00,0.00,0.00,NaN,1,1016.5,1011.4,26,0,2,83,0.06,0.39,6.5,13.9,180,201,13.0,18.4,20.5,19.0,14.8,0.187,0.167,0.216,0.329
2024-07-25T08:00,20.6,73,15.7,21.8,0.00,0.00,0.00,NaN,1,1016.4,1011.3,20,0,0,68,0.16,0.65,5.2,8.6,205,213,13.7,19.6,20.4,19.0,14.8,0.186,0.167,0.216,0.329
2024-07-25T09:00,22.7,64,15.5,23.5,0.00,0.00,0.00,NaN,0,1016.0,1011.0,14,0,0,47,0.27,1.00,7.4,9.7,203,207,18.0,21.2,20.4,19.0,14.8,0.185,0.167,0.216,0.329
2024-07-25T10:00,24.3,54,14.5,24.6,0.00,0.00,0.00,NaN,1,1015.4,1010.4,30,0,0,100,0.38,1.39,9.2,11.9,206,209,22.0,22.9,20.4,18.9,14.8,0.184,0.167,0.216,0.329
2024-07-25T11:00,25.2,51,14.3,25.3,0.00,0.00,0.00,NaN,1,1015.0,1010.0,40,11,1,100,0.43,1.57,10.5,13.4,202,204,23.8,24.2,20.6,18.9,14.8,0.182,0.167,0.216,0.329
2024-07-25T12:00,26.0,48,14.0,26.0,0.00,0.00,0.00,NaN,2,1014.6,1009.6,62,34,3,100,0.45,1.75,10.8,14.0,206,206,24.5,25.3,20.7,18.9,14.8,0.181,0.166,0.216,0.329
2024-07-25T13:00,27.1,43,13.3,27.2,0.00,0.00,0.00,NaN,3,1014.0,1009.1,85,66,39,7,0.53,2.05,12.2,15.6,214,214,27.0,26.4,21.0,18.9,14.8,0.179,0.166,0.216,0.329
2024-07-25T14:00,27.1,45,14.1,26.9,0.00,0.00,0.00,NaN,1,1013.0,1008.1,38,1,14,97,0.49,1.97,13.1,16.9,189,191,28.1,27.2,21.3,19.0,14.8,0.176,0.165,0.215,0.329
2024-07-25T15:00,27.9,43,14.2,28.6,0.00,0.00,0.00,NaN,3,1012.7,1007.8,100,21,92,93,0.54,2.13,11.1,13.9,193,197,28.1,28.0,21.6,19.0,14.8,0.174,0.165,0.215,0.329
2024-07-25T16:00,27.9,42,13.9,27.4,0.00,0.00,0.00,NaN,2,1012.3,1007.4,67,9,48,100,0.38,2.17,12.0,15.8,213,215,25.2,27.8,21.8,19.0,14.8,0.173,0.165,0.215,0.329
2024-07-25T17:00,27.9,42,13.9,27.2,0.00,0.00,0.00,NaN,1,1011.8,1006.9,44,4,18,100,0.37,2.17,13.3,17.7,232,231,26.6,27.8,22.1,19.0,14.8,0.172,0.165,0.215,0.329
2024-07-25T18:00,27.2,44,14.0,26.6,0.00,0.00,0.00,NaN,1,1011.5,1006.6,50,7,22,100,0.26,2.02,12.7,17.6,235,235,26.3,27.2,22.3,19.0,14.8,0.171,0.165,0.215,0.329
2024-07-25T19:00,25.9,52,15.2,26.4,0.00,0.00,0.00,NaN,1,1011.4,1006.4,50,6,24,100,0.13,1.61,8.2,16.1,241,243,23.0,26.2,22.5,19.0,14.8,0.170,0.165,0.214,0.329
2024-07-25T20:00,24.8,55,15.1,25.1,0.00,0.00,0.00,NaN,2,1011.5,1006.5,69,4,59,99,0.11,1.41,9.8,19.6,253,257,16.6,25.4,22.6,19.0,14.8,0.170,0.165,0.214,0.328
2024-07-25T21:00,23.5,56,14.3,23.4,0.00,0.00,0.00,NaN,3,1011.9,1006.9,88,28,56,99,0.09,1.27,10.5,22.7,266,270,17.6,24.4,22.6,19.0,14.8,0.170,0.164,0.214,0.328
2024-07-25T22:00,23.0,61,15.2,23.0,0.00,0.00,0.00,NaN,3,1011.8,1006.8,96,7,100,100,0.06,1.08,12.4,22.4,300,300,20.9,23.8,22.6,19.0,14.8,0.169,0.165,0.215,0.328
2024-07-25T23:00,21.6,78,17.6,23.3,0.30,0.30,0.00,NaN,51,1012.0,1007.0,73,0,73,98,0.01,0.56,7.1,14.8,315,313,20.9,23.0,22.6,19.0,14.8,0.172,0.165,0.215,0.328
2024-07-26T00:00,21.1,84,18.3,23.6,0.00,0.00,0.00,NaN,3,1011.9,1006.9,81,3,100,61,0.00,0.40,4.0,10.4,275,290,11.5,22.5,22.6,19.0,14.8,0.172,0.165,0.215,0.328
2024-07-26T01:00,20.8,88,18.7,23.5,0.00,0.00,0.00,NaN,3,1011.9,1006.9,100,60,100,93,0.00,0.30,4.0,10.7,270,284,7.2,22.0,22.5,19.0,14.8,0.172,0.165,0.215,0.328
2024-07-26T02:00,20.3,91,18.7,22.7,0.50,0.50,0.00,NaN,53,1011.8,1006.7,96,20,81,99,0.00,0.23,5.4,12.5,233,258,10.1,21.4,22.5,19.0,14.8,0.181,0.166,0.217,0.328
2024-07-26T03:00,20.1,92,18.7,22.4,0.40,0.40,0.00,NaN,51,1011.8,1006.7,100,24,96,69,0.00,0.19,6.4,13.5,243,261,10.8,21.0,22.4,19.1,14.8,0.186,0.166,0.217,0.328
2024-07-26T04:00,20.0,94,19.0,22.5,0.10,0.10,0.00,NaN,51,1011.6,1006.5,100,25,94,100,0.00,0.14,6.5,13.8,251,264,11.5,20.7,22.2,19.1,14.8,0.188,0.166,0.217,0.328
2024-07-26T05:00,19.8,95,18.9,22.1,0.60,0.60,0.00,NaN,53,1011.7,1006.6,100,100,94,99,0.00,0.13,7.1,14.4,285,292,11.5,20.5,22.1,19.1,14.9,0.197,0.166,0.217,0.328
2024-07-26T06:00,19.4,94,18.5,21.2,0.40,0.40,0.00,NaN,51,1011.8,1006.7,100,100,59,88,0.02,0.13,9.5,15.0,323,325,16.2,20.3,22.0,19.1,14.9,0.202,0.166,0.217,0.328
2024-07-26T07:00,19.3,92,18.1,21.2,0.40,0.40,0.00,NaN,51,1012.2,1007.1,100,100,88,6,0.03,0.17,7.3,9.9,327,327,16.9,20.2,21.8,19.1,14.9,0.206,0.166,0.217,0.328
2024-07-26T08:00,19.2,90,17.5,20.3,0.20,0.20,0.00,NaN,51,1012.8,1007.7,100,100,27,92,0.06,0.22,10.6,14.4,325,323,20.9,20.2,21.7,19.1,14.9,0.208,0.166,0.217,0.328
2024-07-26T09:00,19.1,87,16.8,20.2,0.20,0.20,0.00,NaN,51,1013.3,1008.2,100,100,68,2,0.09,0.29,8.4,10.9,317,316,21.6,20.2,21.6,19.1,14.9,0.209,0.166,0.217,0.328
2024-07-26T10:00,19.8,81,16.5,20.8,0.00,0.00,0.00,NaN,3,1013.3,1008.2,100,100,13,72,0.16,0.43,8.7,11.5,315,314,19.4,20.8,21.5,19.1,14.9,0.209,0.166,0.217,0.328
2024-07-26T11:00,21.2,73,16.2,22.1,0.00,0.00,0.00,NaN,2,1013.2,1008.2,77,57,32,23,0.25,0.67,8.0,9.8,306,306,21.2,21.8,21.5,19.1,14.9,0.208,0.166,0.217,0.328
2024-07-26T12:00,23.0,66,16.2,24.5,0.00,0.00,0.00,NaN,3,1013.2,1008.2,100,100,67,98,0.40,0.97,7.3,9.1,279,279,20.2,23.5,21.5,19.1,14.9,0.207,0.166,0.217,0.328
2024-07-26T13:00,23.6,61,15.5,24.3,0.00,0.00,0.00,NaN,3,1013.2,1008.2,100,96,82,70,0.28,1.14,7.6,9.7,270,272,20.2,24.0,21.6,19.1,14.9,0.206,0.166,0.217,0.328
2024-07-26T14:00,21.2,74,16.5,23.3,0.00,0.00,0.00,NaN,3,1013.6,1008.6,100,100,11,59,0.14,0.65,1.3,1.3,146,146,9.4,22.2,21.3,19.1,14.9,0.206,0.167,0.217,0.328
2024-07-26T15:00,22.7,69,16.8,24.7,0.00,0.00,0.00,NaN,3,1013.4,1008.4,100,100,47,92,0.31,0.84,2.3,3.1,252,249,11.9,23.5,21.4,19.1,14.9,0.205,0.166,0.217,0.328
2024-07-26T16:00,22.9,68,16.7,24.8,0.00,0.00,0.00,NaN,3,1013.3,1008.3,100,100,21,100,0.20,0.89,3.5,4.7,294,293,12.2,23.9,21.4,19.1,14.9,0.204,0.166,0.217,0.328
2024-07-26T17:00,23.0,68,16.7,24.7,0.00,0.00,0.00,NaN,3,1012.8,1007.8,100,97,93,78,0.16,0.91,4.4,5.7,305,305,13.0,24.0,21.5,19.1,14.9,0.203,0.166,0.217,0.328
2024-07-26T18:00,22.3,70,16.6,24.1,0.20,0.20,0.00,NaN,51,1012.7,1007.7,100,24,100,100,0.10,0.80,3.8,4.8,311,312,12.6,23.6,21.6,19.1,14.9,0.204,0.166,0.217,0.328
2024-07-26T19:00,21.3,78,17.4,23.0,0.60,0.60,0.00,NaN,53,1012.5,1007.5,92,2,100,100,0.06,0.55,6.5,9.2,341,339,15.8,22.8,21.6,19.1,14.9,0.209,0.166,0.217,0.328
2024-07-26T20:00,20.8,84,18.0,23.1,0.10,0.10,0.00,NaN,51,1012.9,1007.9,100,90,100,100,0.03,0.39,4.0,6.8,360,360,11.5,22.1,21.6,19.1,14.9,0.210,0.166,0.217,0.328
2024-07-26T21:00,20.1,89,18.3,22.5,0.30,0.30,0.00,NaN,51,1013.0,1007.9,100,100,100,100,0.02,0.25,4.7,8.8,9,12,9.4,21.4,21.6,19.1,14.9,0.213,0.166,0.217,0.328
2024-07-26T22:00,19.8,94,18.8,22.5,0.60,0.60,0.00,NaN,53,1013.1,1008.0,90,0,100,100,0.00,0.15,4.1,7.6,75,71,7.9,20.9,21.5,19.1,14.9,0.219,0.166,0.217,0.328
2024-07-26T23:00,19.6,95,18.8,22.5,0.40,0.40,0.00,NaN,51,1013.4,1008.3,100,40,100,54,0.00,0.11,2.5,5.0,352,30,7.2,20.5,21.5,19.1,14.9,0.225,0.167,0.217,0.328
2024-07-27T00:00,19.4,95,18.6,22.1,0.10,0.10,0.00,NaN,51,1013.4,1008.3,100,100,87,91,0.00,0.11,3.4,6.1,18,45,5.8,20.2,21.4,19.1,14.9,0.225,0.167,0.217,0.328
2024-07-27T01:00,19.3,95,18.6,21.8,0.00,0.00,0.00,NaN,3,1013.2,1008.1,100,100,97,59,0.00,0.10,4.9,8.6,17,33,7.9,20.0,21.3,19.1,14.9,0.225,0.167,0.217,0.328
2024-07-27T02:00,19.1,96,18.5,21.6,1.80,1.80,0.00,NaN,61,1013.1,1008.0,100,81,99,86,0.00,0.08,3.8,5.3,319,298,6.5,19.7,20.9,19.1,14.9,0.331,0.171,0.217,0.328
2024-07-27T03:00,18.8,96,18.2,21.1,0.30,0.30,0.00,NaN,51,1013.1,1008.0,100,98,88,85,0.00,0.08,5.2,9.2,348,339,9.4,19.5,20.8,19.1,14.9,0.332,0.172,0.217,0.328
2024-07-27T04:00,18.6,97,18.1,21.3,0.10,0.10,0.00,NaN,51,1013.0,1007.9,100,94,100,100,0.00,0.07,1.9,6.6,338,331,9.4,19.4,20.7,19.1,14.9,0.331,0.173,0.217,0.328
2024-07-27T05:00,18.8,94,17.9,21.5,0.90,0.90,0.00,NaN,53,1013.0,1007.9,100,100,100,90,0.00,0.13,1.0,2.6,225,304,4.3,19.3,20.6,19.1,14.9,0.340,0.174,0.217,0.328
2024-07-27T06:00,18.9,94,17.8,21.6,0.30,0.30,0.00,NaN,51,1013.3,1008.2,100,98,98,100,0.02,0.14,0.8,1.5,333,346,2.9,19.3,20.5,19.1,14.9,0.340,0.176,0.217,0.328
2024-07-27T07:00,18.7,95,17.9,20.8,0.10,0.10,0.00,NaN,51,1013.2,1008.1,100,50,44,100,0.03,0.11,5.6,7.6,15,19,10.4,19.3,20.4,19.1,14.9,0.338,0.177,0.218,0.328
2024-07-27T08:00,19.0,92,17.7,20.6,0.10,0.10,0.00,NaN,51,1013.8,1008.7,100,100,92,56,0.08,0.18,8.0,10.1,10,17,17.3,19.7,20.3,19.1,14.9,0.336,0.178,0.218,0.328
2024-07-27T09:00,19.0,90,17.4,20.3,0.00,0.00,0.00,NaN,3,1014.3,1009.2,100,100,100,100,0.09,0.22,9.1,11.7,7,11,18.7,19.9,20.3,19.1,14.9,0.332,0.179,0.218,0.328
2024-07-27T10:00,19.1,88,17.0,20.1,0.30,0.30,0.00,NaN,51,1014.4,1009.3,100,100,100,100,0.10,0.27,10.1,13.3,358,2,20.5,20.0,20.2,19.1,14.9,0.332,0.180,0.218,0.328
2024-07-27T11:00,19.0,87,16.7,19.9,0.50,0.50,0.00,NaN,53,1014.6,1009.5,100,58,100,99,0.10,0.29,9.9,13.4,350,352,21.2,19.9,20.2,19.1,14.9,0.333,0.181,0.218,0.328
2024-07-27T12:00,19.0,86,16.7,20.2,0.40,0.40,0.00,NaN,51,1015.0,1009.9,100,97,100,67,0.11,0.30,8.0,10.5,350,352,19.8,19.9,20.2,19.1,15.0,0.333,0.182,0.218,0.328
2024-07-27T13:00,19.7,82,16.5,20.7,0.20,0.20,0.00,NaN,51,1015.2,1010.1,100,100,100,92,0.17,0.42,9.1,11.7,342,342,19.8,20.4,20.2,19.1,15.0,0.331,0.183,0.218,0.328
2024-07-27T14:00,18.5,81,15.2,19.0,0.40,0.40,0.00,NaN,51,1016.0,1010.9,100,19,100,98,0.14,0.41,8.7,11.1,330,331,18.0,19.1,19.7,19.1,15.0,0.374,0.197,0.217,0.328
2024-07-27T15:00,18.6,81,15.4,19.4,0.20,0.20,0.00,NaN,51,1016.2,1011.1,100,38,100,100,0.12,0.40,7.3,9.6,340,340,18.0,19.2,19.6,19.1,15.0,0.368,0.200,0.217,0.328
2024-07-27T16:00,19.2,78,15.3,19.9,0.00,0.00,0.00,NaN,3,1016.6,1011.5,100,100,100,92,0.13,0.49,7.7,10.1,323,325,16.2,19.4,19.6,19.1,15.0,0.362,0.202,0.217,0.328
2024-07-27T17:00,19.0,81,15.6,19.9,0.90,0.90,0.00,NaN,53,1016.8,1011.7,100,98,100,100,0.08,0.42,6.9,9.4,313,317,18.4,19.3,19.6,19.1,15.0,0.364,0.204,0.217,0.328
2024-07-27T18:00,18.5,86,16.1,19.3,0.90,0.90,0.00,NaN,53,1016.9,1011.8,90,0,100,100,0.07,0.30,8.4,12.5,317,319,18.0,19.1,19.5,19.1,15.0,0.369,0.206,0.217,0.328
2024-07-27T19:00,18.4,88,16.4,19.4,0.10,0.10,0.00,NaN,51,1017.2,1012.1,93,17,80,99,0.07,0.26,8.7,13.8,315,317,17.3,18.9,19.5,19.1,15.0,0.364,0.208,0.217,0.328
2024-07-27T20:00,18.2,89,16.3,19.5,0.00,0.00,0.00,NaN,2,1018.1,1013.0,67,29,21,93,0.04,0.23,5.8,12.4,300,306,15.5,18.7,19.5,19.1,15.0,0.358,0.210,0.217,0.328
2024-07-27T21:00,16.6,93,15.5,17.7,0.00,0.00,0.00,NaN,3,1018.9,1013.8,89,67,0,96,0.01,0.13,5.4,13.8,307,317,10.1,18.1,19.4,19.0,15.0,0.354,0.211,0.217,0.328
2024-07-27T22:00,16.7,91,15.3,17.5,0.00,0.00,0.00,NaN,1,1019.8,1014.6,32,2,0,100,0.00,0.16,6.1,15.3,298,315,10.1,17.7,19.3,19.0,15.0,0.350,0.213,0.217,0.328
2024-07-27T23:00,16.1,89,14.3,16.0,0.00,0.00,0.00,NaN,1,1020.9,1015.7,43,14,0,100,0.00,0.20,10.2,21.4,315,327,16.6,17.2,19.2,19.0,15.0,0.346,0.214,0.217,0.328
2024-07-28T00:00,15.4,88,13.5,15.2,0.00,0.00,0.00,NaN,1,1021.6,1016.4,28,1,0,89,0.00,0.20,9.2,20.5,334,345,18.4,16.7,19.0,19.0,15.0,0.343,0.215,0.217,0.328
2024-07-28T01:00,14.1,91,12.7,13.9,0.00,0.00,0.00,NaN,1,1022.1,1016.9,20,0,0,67,0.00,0.15,7.0,17.6,325,337,15.8,16.1,18.9,19.0,15.0,0.340,0.216,0.217,0.328
2024-07-28T02:00,13.8,91,12.4,13.7,0.00,0.00,0.00,NaN,0,1022.8,1017.6,5,0,0,18,0.00,0.14,6.1,15.9,320,332,15.1,16.2,18.7,19.0,15.0,0.337,0.218,0.218,0.328
2024-07-28T03:00,12.4,94,11.5,11.9,0.00,0.00,0.00,NaN,0,1023.3,1018.1,19,0,0,62,0.00,0.08,6.1,15.0,315,330,10.4,15.5,18.5,19.0,15.0,0.334,0.219,0.218,0.328
2024-07-28T04:00,12.1,95,11.3,11.6,0.00,0.00,0.00,NaN,1,1023.8,1018.5,23,0,0,76,0.00,0.07,6.1,16.0,310,324,10.8,15.0,18.3,19.0,15.0,0.332,0.220,0.218,0.328
2024-07-28T05:00,11.2,96,10.7,10.4,0.00,0.00,0.00,NaN,0,1024.2,1018.9,1,0,0,3,0.00,0.05,7.3,12.6,303,323,10.4,14.5,18.1,19.0,15.0,0.330,0.221,0.218,0.328
2024-07-28T06:00,12.1,96,11.5,11.8,0.00,0.00,0.00,NaN,0,1024.7,1019.4,0,0,0,1,0.00,0.05,5.1,12.7,321,335,10.1,14.3,17.9,19.0,15.0,0.328,0.221,0.218,0.328
