Identifiant interne;Type de fermeture;Localisation;Date et heure de début de barrage;Date et heure de fin de barrage;Période et plage de fermeture;Sens de la fermeture;État de la fermeture;geo_shape;geo_point_2d
13405;Voie sur berges;VOIE SUR BERGE EST : MAZAS - A4;2024-10-15T01:00:00+02:00;2024-10-15T09:00:00+02:00;Du lundi 14/10/2024 22:00 au mardi 15/10/2024 06:00;De Paris vers province;Terminé;"{""coordinates"": [[[2.365266021836116, 48.84676130329136], [2.3666700144111505, 48.84549165507528], [2.36839985305494, 48.84431364601608], [2.3688992421682884, 48.8441454031732], [2.369112556737032, 48.84408357311312]], [[2.369112556737032, 48.84408357311312], [2.369596189509678, 48.84386577946558], [2.370724842690235, 48.843064299549056]], [[2.370724842690235, 48.843064299549056], [2.3709287846000495, 48.84291947250469], [2.3715691742199145, 48.8424012091134]], [[2.3715691742199145, 48.8424012091134], [2.3724807382739375, 48.84167017842815]], [[2.3724807382739375, 48.84167017842815], [2.37304543974844, 48.84121730155852], [2.3745052219824077, 48.83992536518815]], [[2.3745052219824077, 48.83992536518815], [2.376159995476962, 48.83846159178245]], [[2.376159995476962, 48.83846159178245], [2.377092698967743, 48.83763649697335]], [[2.377092698967743, 48.83763649697335], [2.377708634857011, 48.83698766370835]], [[2.377708634857011, 48.83698766370835], [2.379605154285311, 48.83545060725216], [2.3800555844965325, 48.83515661963287]], [[2.3800555844965325, 48.83515661963287], [2.380869704417243, 48.8346252459893]], [[2.380869704417243, 48.8346252459893], [2.383834077210937, 48.83232918064966]], [[2.383834077210937, 48.83232918064966], [2.3849743304866706, 48.83140420347759], [2.3860443243134304, 48.830600269055644], [2.387137148948941, 48.82958958662298]], [[2.386864589780814, 48.82983101942938], [2.3869874562651665, 48.829530360408405]], [[2.3869874562651665, 48.829530360408405], [2.3871599190769826, 48.829274923843094], [2.3873156953181236, 48.82905987315466], [2.3874904871065983, 48.828849416470185], [2.387896176852916, 48.82840630514585]], [[2.3647932220316794, 48.84731639574013], [2.3650786216959223, 48.84704360661645], [2.365266021836116, 48.84676130329136]], [[2.3655555049086368, 48.8474958152129], [2.3652278909695514, 48.84731870275349], [2.3651947638747255, 48.84712966190161], [2.3653419941381877, 48.8468561389101], [2.3653169303035164, 48.846721102265825]], [[2.3688718829402977, 48.8441542524375], [2.3696160787691625, 48.843730980285386], [2.370213820296816, 48.84327095808484]], [[2.370788228364402, 48.842869268476115], [2.3719333098540694, 48.84203438344414], [2.3724807382739375, 48.84167017842815]], [[2.3724807382739375, 48.84167017842815], [2.372503333005513, 48.84165514630899]], [[2.3704693623261295, 48.843096927837664], [2.370788228364402, 48.842869268476115]], [[2.3711026484387956, 48.84312274273335], [2.370962721889003, 48.843144491060244], [2.3708368001042666, 48.84313483526798], [2.3707487268604712, 48.84309390081946], [2.370724842690235, 48.843064299549056]], [[2.370724842690235, 48.843064299549056], [2.3706977123959496, 48.84303067724434], [2.3706983639208907, 48.84297671904464], [2.370788228364402, 48.842869268476115]], [[2.3737706806588057, 48.84057355980107], [2.373785655514437, 48.84046121792193], [2.375632091403091, 48.838735099465026]], [[2.376070231723529, 48.838373143358524], [2.377708634857011, 48.83698766370835]], [[2.3760399366976146, 48.838399966246094], [2.376070231723529, 48.838373143358524]], [[2.376519733350902, 48.83856435346949], [2.3763243658535154, 48.838540850921085], [2.3761986946622966, 48.83849972426177], [2.376159995476962, 48.83846159178245]], [[2.376159995476962, 48.83846159178245], [2.376070231723529, 48.838373143358524]], [[2.380039552213998, 48.835169559354554], [2.3800555844965325, 48.83515661963287]], [[2.3800555844965325, 48.83515661963287], [2.3819771239270806, 48.83360569526164]], [[2.383307510314859, 48.8327356790843], [2.3835130736779875, 48.832471425349055], [2.3837725849881903, 48.83222993337339], [2.3840380943582677, 48.83201095588805]], [[2.386110380059028, 48.830254350994416], [2.386490002019628, 48.82999098498566], [2.3866531399677915, 48.82985691630236], [2.386799394493171, 48.82974524506322], [2.386881635851946, 48.829655729733034], [2.3869874562651665, 48.829530360408405]], [[2.387137148948941, 48.82958958662298], [2.388379058173863, 48.828233398356566], [2.389349958181762, 48.8276807497962], [2.390542492398447, 48.82704378258751], [2.391013673274214, 48.82676288083405], [2.391368529355278, 48.82648138522145], [2.392363747816223, 48.825461161761076]]], ""type"": ""MultiLineString""}";48.83689073950235, 2.37803264881695
13427;Tunnel;COURS-LA-REINE;2024-11-14T23:00:00+01:00;2024-11-15T07:00:00+01:00;Du jeudi 14/11/2024 22:00 au vendredi 15/11/2024 06:00;;Planifié;"{""coordinates"": [[[2.3070614501426747, 48.86463681871302], [2.309855852007594, 48.864702429546284], [2.318098940891472, 48.86488008510985], [2.318428901168986, 48.86483250052392]], [[2.3179011743339406, 48.86495090596201], [2.309850051522431, 48.864769847246556], [2.306290492586389, 48.8646953069042]]], ""type"": ""MultiLineString""}";48.8647925364087, 2.3124179149574724
13428;Voie sur berges;VOIE SUR BERGE EST : MAZAS - A4;2024-11-18T23:00:00+01:00;2024-11-19T07:00:00+01:00;Du lundi 18/11/2024 22:00 au mardi 19/11/2024 06:00;De Paris vers province;Planifié;"{""coordinates"": [[[2.365266021836116, 48.84676130329136], [2.3666700144111505, 48.84549165507528], [2.36839985305494, 48.84431364601608], [2.3688992421682884, 48.8441454031732], [2.369112556737032, 48.84408357311312]], [[2.369112556737032, 48.84408357311312], [2.369596189509678, 48.84386577946558], [2.370724842690235, 48.843064299549056]], [[2.370724842690235, 48.843064299549056], [2.3709287846000495, 48.84291947250469], [2.3715691742199145, 48.8424012091134]], [[2.3715691742199145, 48.8424012091134], [2.3724807382739375, 48.84167017842815]], [[2.3724807382739375, 48.84167017842815], [2.37304543974844, 48.84121730155852], [2.3745052219824077, 48.83992536518815]], [[2.3745052219824077, 48.83992536518815], [2.376159995476962, 48.83846159178245]], [[2.376159995476962, 48.83846159178245], [2.377092698967743, 48.83763649697335]], [[2.377092698967743, 48.83763649697335], [2.377708634857011, 48.83698766370835]], [[2.377708634857011, 48.83698766370835], [2.379605154285311, 48.83545060725216], [2.3800555844965325, 48.83515661963287]], [[2.3800555844965325, 48.83515661963287], [2.380869704417243, 48.8346252459893]], [[2.380869704417243, 48.8346252459893], [2.383834077210937, 48.83232918064966]], [[2.383834077210937, 48.83232918064966], [2.3849743304866706, 48.83140420347759], [2.3860443243134304, 48.830600269055644], [2.387137148948941, 48.82958958662298]], [[2.386864589780814, 48.82983101942938], [2.3869874562651665, 48.829530360408405]], [[2.3869874562651665, 48.829530360408405], [2.3871599190769826, 48.829274923843094], [2.3873156953181236, 48.82905987315466], [2.3874904871065983, 48.828849416470185], [2.387896176852916, 48.82840630514585]], [[2.3647932220316794, 48.84731639574013], [2.3650786216959223, 48.84704360661645], [2.365266021836116, 48.84676130329136]], [[2.3655555049086368, 48.8474958152129], [2.3652278909695514, 48.84731870275349], [2.3651947638747255, 48.84712966190161], [2.3653419941381877, 48.8468561389101], [2.3653169303035164, 48.846721102265825]], [[2.3688718829402977, 48.8441542524375], [2.3696160787691625, 48.843730980285386], [2.370213820296816, 48.84327095808484]], [[2.370788228364402, 48.842869268476115], [2.3719333098540694, 48.84203438344414], [2.3724807382739375, 48.84167017842815]], [[2.3724807382739375, 48.84167017842815], [2.372503333005513, 48.84165514630899]], [[2.3704693623261295, 48.843096927837664], [2.370788228364402, 48.842869268476115]], [[2.3711026484387956, 48.84312274273335], [2.370962721889003, 48.843144491060244], [2.3708368001042666, 48.84313483526798], [2.3707487268604712, 48.84309390081946], [2.370724842690235, 48.843064299549056]], [[2.370724842690235, 48.843064299549056], [2.3706977123959496, 48.84303067724434], [2.3706983639208907, 48.84297671904464], [2.370788228364402, 48.842869268476115]], [[2.3737706806588057, 48.84057355980107], [2.373785655514437, 48.84046121792193], [2.375632091403091, 48.838735099465026]], [[2.376070231723529, 48.838373143358524], [2.377708634857011, 48.83698766370835]], [[2.3760399366976146, 48.838399966246094], [2.376070231723529, 48.838373143358524]], [[2.376519733350902, 48.83856435346949], [2.3763243658535154, 48.838540850921085], [2.3761986946622966, 48.83849972426177], [2.376159995476962, 48.83846159178245]], [[2.376159995476962, 48.83846159178245], [2.376070231723529, 48.838373143358524]], [[2.380039552213998, 48.835169559354554], [2.3800555844965325, 48.83515661963287]], [[2.3800555844965325, 48.83515661963287], [2.3819771239270806, 48.83360569526164]], [[2.383307510314859, 48.8327356790843], [2.3835130736779875, 48.832471425349055], [2.3837725849881903, 48.83222993337339], [2.3840380943582677, 48.83201095588805]], [[2.386110380059028, 48.830254350994416], [2.386490002019628, 48.82999098498566], [2.3866531399677915, 48.82985691630236], [2.386799394493171, 48.82974524506322], [2.386881635851946, 48.829655729733034], [2.3869874562651665, 48.829530360408405]], [[2.387137148948941, 48.82958958662298], [2.388379058173863, 48.828233398356566], [2.389349958181762, 48.8276807497962], [2.390542492398447, 48.82704378258751], [2.391013673274214, 48.82676288083405], [2.391368529355278, 48.82648138522145], [2.392363747816223, 48.825461161761076]]], ""type"": ""MultiLineString""}";48.83689073950235, 2.37803264881695
13827;Bretelle;AUTOROUTE - A6A;2024-10-17T00:00:00+02:00;2024-10-17T08:00:00+02:00;Du mercredi 16/10/2024 21:00 au jeudi 17/10/2024 05:00;De Paris vers province;Terminé;"{""coordinates"": [[[2.343740592931013, 48.81618792316939], [2.3438312665087815, 48.81623339004036], [2.3438781934042674, 48.81629210755008], [2.343895847900034, 48.81651255357678]], [[2.3440880300639932, 48.81650011724102], [2.343895847900034, 48.81651255357678]], [[2.343895847900034, 48.81651255357678], [2.34139210301133, 48.81673262822659], [2.3410883990323885, 48.81677592415469]], [[2.343895847900034, 48.81651255357678], [2.3439028871093286, 48.81660253061871], [2.343890748052606, 48.816701396255496], [2.343843223300988, 48.8167550984987], [2.3437471618401324, 48.81681303125132], [2.343620832899895, 48.81683032549297], [2.3434127607721096, 48.81680669846484]], [[2.3410883990323885, 48.81677592415469], [2.3381960672683975, 48.8169218391444], [2.3376898642585666, 48.81677063777811], [2.3373544596584184, 48.816575411699866], [2.337145523786951, 48.81636289812839], [2.337004147414938, 48.81612827415614], [2.3369215738574955, 48.81593894535066], [2.336653304930073, 48.81548776452556], [2.3363873491395575, 48.81478027066866], [2.3361977379943677, 48.81416313831388], [2.336159835671791, 48.81366376808772], [2.336152376466076, 48.81339391047887], [2.3362497072142725, 48.8129582478946], [2.3364833741915754, 48.812424409101986]], [[2.3434127607721096, 48.81680669846484], [2.3432608056961644, 48.81676089471861], [2.3430698697608023, 48.81672836737161], [2.3427714089134084, 48.81669075180329], [2.3424003992319995, 48.816693208786276], [2.3410883990323885, 48.81677592415469]], [[2.3437764603061995, 48.81706052261733], [2.3436702254301873, 48.81697449805512], [2.3435303880827436, 48.81687479814412], [2.3434127607721096, 48.81680669846484]], [[2.330731500584525, 48.818768996727215], [2.330772529148456, 48.81875573561297], [2.331667410245582, 48.81858985794919], [2.3324912131055453, 48.818401092222835], [2.333116830088483, 48.818139264919594], [2.3339071698617238, 48.817626524505926], [2.334417053537135, 48.817265113231954], [2.3350505672025146, 48.81692687193742], [2.335873291722915, 48.81670210145702], [2.3364093055958923, 48.81659715136128], [2.336627187174089, 48.8164274772812], [2.3366964314686545, 48.81622999673866], [2.336714946311813, 48.8160592162698], [2.336259384605946, 48.81493695293718], [2.336070048392627, 48.81440526371843], [2.3359864876349365, 48.813973094006485], [2.336008436191106, 48.8133616326007], [2.3361294754656265, 48.81290361707002], [2.3364061015844837, 48.812396998579786], [2.336476176709624, 48.812347921160885]], [[2.328694938037058, 48.81933318573187], [2.329173845938407, 48.81916049370548], [2.329967743235823, 48.81895808682405], [2.33031883659963, 48.81887461226527], [2.330731500584525, 48.818768996727215]], [[2.32696949743082, 48.81958430746838], [2.327977532313696, 48.81936962815551], [2.3285878280120262, 48.81924264600016], [2.329209672394848, 48.819075253261545], [2.3301928654444404, 48.81887390667259], [2.330731500584525, 48.818768996727215]]], ""type"": ""MultiLineString""}";48.816742945653516, 2.3362054360089055
14686;Boulevard périphérique;ST OUEN - VILLETTE;2024-10-15T00:30:00+02:00;2024-10-15T09:00:00+02:00;Du lundi 14/10/2024 21:30 au mardi 15/10/2024 06:00;Périphérique intérieur;Terminé;"{""coordinates"": [[[2.323411349542383, 48.90046535268882], [2.3256184134889057, 48.90050927662078], [2.3268511655095594, 48.90053869455672], [2.3297682116641627, 48.900595523479424], [2.3327165206829052, 48.900661448673084]], [[2.3327165206829052, 48.900661448673084], [2.3338801080937563, 48.90068487624947]], [[2.3338801080937563, 48.90068487624947], [2.33765543473275, 48.900760809209565], [2.340646037729224, 48.900824485117994]], [[2.340646037729224, 48.900824485117994], [2.3416462308664907, 48.90084576485665]], [[2.3416462308664907, 48.90084576485665], [2.3421331207442466, 48.90085293683063], [2.344726387905446, 48.90090762233858], [2.3467703541242826, 48.90095026382808]], [[2.3467703541242826, 48.90095026382808], [2.3480493508423024, 48.900979243517746]], [[2.3480493508423024, 48.900979243517746], [2.348599357111283, 48.90099170146192], [2.350322355847648, 48.901023543031236], [2.3527239170425585, 48.90107251865407], [2.353181900211412, 48.90105700659601], [2.3537706662411058, 48.90103320536901], [2.354892824006721, 48.90096281312374], [2.3564534340431247, 48.90084530478989]], [[2.3564534340431247, 48.90084530478989], [2.3570855206331283, 48.900803733756625], [2.357875607950632, 48.90078099289147], [2.3585072493690395, 48.90077538455772], [2.3588314666723305, 48.90077208000741]], [[2.3588314666723305, 48.90077208000741], [2.3591263742154656, 48.900769073700594]], [[2.3591263742154656, 48.900769073700594], [2.3596641400540546, 48.90076358912486], [2.3641835344385287, 48.90069323863461]], [[2.3641835344385287, 48.90069323863461], [2.365086569800882, 48.90068678687778]], [[2.365086569800882, 48.90068678687778], [2.3670730514502485, 48.900672570891736]], [[2.3670730514502485, 48.900672570891736], [2.3705108646030606, 48.90064572336115], [2.371521038099713, 48.90062854563963], [2.3719392110166266, 48.900621746125715], [2.372178018543172, 48.900614005055544], [2.372618286107571, 48.900584836154984], [2.372849071906, 48.90056356202666]], [[2.372849071906, 48.90056356202666], [2.373105719232465, 48.90054691938957], [2.375439642651881, 48.9003207949683], [2.375591889027663, 48.90030809910333]], [[2.375591889027663, 48.90030809910333], [2.3766959646590684, 48.900205932532906], [2.377407712783704, 48.90017366204144], [2.3780086550775748, 48.90016779131927], [2.380802298029492, 48.900198854025234]], [[2.380802298029492, 48.900198854025234], [2.3817953536383545, 48.900209879919444]], [[2.3817953536383545, 48.900209879919444], [2.3820048617741874, 48.900210961159786], [2.3828460143333103, 48.90025127104355], [2.3841656087327627, 48.90032101545737], [2.3860487091638656, 48.90042511120709], [2.386791713809583, 48.90046039361254], [2.387332074737081, 48.90046765559207], [2.3877549125010877, 48.900469817858884], [2.388364745078474, 48.90045045093019], [2.3891271680441637, 48.900400383358495], [2.3894617677650225, 48.900366117030465], [2.3898642317177856, 48.900314209270206], [2.3902994737392422, 48.900235487664695], [2.3905360751838387, 48.90018273317554], [2.390847192575916, 48.90010337787705], [2.3910114492045342, 48.90005475103006]], [[2.330357652156327, 48.90047741275355], [2.33270591619359, 48.900530988609454], [2.3334629413127423, 48.900598156239134], [2.3338801080937563, 48.90068487624947]], [[2.3338801080937563, 48.90068487624947], [2.333885230264011, 48.90068594075076]], [[2.340624768613131, 48.900826655884586], [2.340646037729224, 48.900824485117994]], [[2.340646037729224, 48.900824485117994], [2.341586329613693, 48.900728524477536], [2.3434041359257582, 48.900769979967116], [2.34387829211544, 48.900705129766386]], [[2.3444876006665365, 48.900739942232256], [2.344798594197096, 48.900795602901994], [2.3469064239562654, 48.90082510171733], [2.347475898209937, 48.90088216462317], [2.3480493508423024, 48.900979243517746]], [[2.3480493508423024, 48.900979243517746], [2.3480522325192204, 48.90097973134439]], [[2.3568213892749412, 48.90058648007257], [2.357430261989995, 48.90039189903378], [2.3584890181125298, 48.90009630422997], [2.3588073821441804, 48.89988667001611], [2.3589501063548357, 48.899595156551534], [2.3589788232819604, 48.89888035423992]], [[2.3568213892749412, 48.90058648007257], [2.357106861912334, 48.90051157102059], [2.357844049133674, 48.90035364917883], [2.358462211745009, 48.900334479114825], [2.358922277211781, 48.90052579869246], [2.358923540110239, 48.90052703661417]], [[2.358923540110239, 48.90052703661417], [2.3591115119289157, 48.90071117094812], [2.3591263742154656, 48.900769073700594]], [[2.3591263742154656, 48.900769073700594], [2.3591877890781907, 48.901008352838076], [2.35913641550348, 48.901192437367975], [2.3589174258769066, 48.90186125422544], [2.358863112571909, 48.9024500137448]], [[2.3623993408079795, 48.90025657919144], [2.3627629693110075, 48.900348445931556], [2.3637172002872715, 48.90051089924648]], [[2.3611561783191783, 48.90045230033606], [2.361724645115113, 48.90036989632876], [2.3626557526625174, 48.90041532400836], [2.363850651591112, 48.90052959443628]], [[2.363850651591112, 48.90052959443628], [2.365086569800882, 48.90068678687778]], [[2.365086569800882, 48.90068678687778], [2.3651050231455604, 48.90068913388536]], [[2.358608826950026, 48.90289381220485], [2.358783408043399, 48.9015008113083], [2.358810234063899, 48.90115022244786], [2.3588314666723305, 48.90077208000741]], [[2.3588314666723305, 48.90077208000741], [2.358839765072684, 48.90062428161533], [2.358923540110239, 48.90052703661417]], [[2.358923540110239, 48.90052703661417], [2.3590094265972246, 48.900427340524004], [2.3592186898241545, 48.90027108021876], [2.359700146839652, 48.90012077162672], [2.360252828026869, 48.90014620798348], [2.3612707837917872, 48.90022808293427], [2.362155478749396, 48.900331722440185], [2.3627869156584804, 48.90039803563411], [2.363850651591112, 48.90052959443628]], [[2.366179525095816, 48.90067683876213], [2.3683748757211167, 48.9003961595937], [2.3700809786112007, 48.90036917247641]], [[2.3719008827662686, 48.90062154512698], [2.3727960328787083, 48.90048234607376], [2.3732151528980236, 48.90040809856191]], [[2.3716836645418007, 48.900377591115365], [2.372550871875579, 48.90017979189617], [2.37375772669361, 48.90020859127046], [2.374776784926252, 48.90020042572392]], [[2.374776784926252, 48.90020042572392], [2.376290861298203, 48.90020382356595], [2.377125888765765, 48.90018568638514]], [[2.3740641698021467, 48.90030462114062], [2.374776784926252, 48.90020042572392]], [[2.374776784926252, 48.90020042572392], [2.3762657639867455, 48.90020369286434], [2.377125888765765, 48.90018568638514]], [[2.3807868765414892, 48.900200173625834], [2.380802298029492, 48.900198854025234]], [[2.380802298029492, 48.900198854025234], [2.3815796608190327, 48.90013232477934], [2.382562914333173, 48.900083439033665], [2.383217293241282, 48.90006882452797], [2.3839685609107626, 48.90002772545993], [2.384554080782525, 48.89999925976027], [2.385177156329328, 48.89986306646159], [2.38565122188058, 48.89978905755839], [2.3860987573692567, 48.89983631802911], [2.386524055040909, 48.900022856378165], [2.386846865926364, 48.900132426968675]]], ""type"": ""MultiLineString""}";48.90056764913436, 2.359464961425666
15156;Bretelle;PÉRIPHÉRIQUE EXTÉRIEUR : VOIE DÉNOMMÉE AU/16;2024-10-13T10:00:00+02:00;2024-10-13T17:00:00+02:00;Du dimanche 13/10/2024 07:00 au dimanche 13/10/2024 14:00;;Terminé;"{""coordinates"": [[2.278045932876888, 48.87561721425876], [2.27839904868326, 48.87542148790632], [2.278539967610274, 48.87522897850158], [2.278526982930032, 48.87499507095893]], ""type"": ""LineString""}";48.87535765914489, 2.2783728325272388
